ccn,fac_name,change_year,prev_year,ownership_before,ownership_after,ctrl_type_before,ctrl_type_after,any_merger,treated,unaccounted_ownership_change
154008,,2015,2014.0,government,for_profit,10.0,4,0,0,1
154008,,2019,2018.0,for_profit,government,4.0,10,0,0,1
154056,,2014,2013.0,non_profit,government,3.0,10,0,0,1
154056,,2018,2017.0,government,for_profit,10.0,4,0,0,1
154056,,2019,2018.0,for_profit,government,4.0,10,0,0,1
160104,TRINITY BETTENDORF,2014,2013.0,non_profit,for_profit,2.0,6,0,0,1
160104,TRINITY BETTENDORF,2015,2014.0,for_profit,non_profit,6.0,2,0,0,1
162001,GENTIVA HEALTH SERVICES,2012,2011.0,for_profit,government,4.0,10,0,0,1
162001,,2013,2012.0,government,for_profit,10.0,4,0,0,1
164005,,2012,2011.0,government,non_profit,10.0,2,0,0,1
164005,,2014,2013.0,non_profit,government,2.0,10,0,0,1
170009,SAINT JOHN HOSPITAL,2013,2012.0,non_profit,for_profit,1.0,4,1,1,0
170016,UNIVERSITY OF KANSAS HLTH SYSTEM ST FRANCIS CAMPUS,2018,2017.0,non_profit,for_profit,1.0,4,0,1,0
170109,MIAMI COUNTY MEDICAL CENTER,2018,2017.0,for_profit,non_profit,6.0,2,0,0,1
170146,PROVIDENCE MEDICAL CENTER,2013,2012.0,non_profit,for_profit,1.0,4,1,1,0
170194,DOCTORS HOSPITAL LLC,2013,2012.0,non_profit,for_profit,2.0,6,0,0,1
170201,,2012,2011.0,non_profit,for_profit,1.0,4,0,0,1
171372,SCOTT COUNTY HOSPITAL,2014,2013.0,non_profit,government,2.0,9,0,0,1
171373,ALLEN COUNTY REGIONAL HOSPITAL,2013,2012.0,for_profit,government,4.0,9,0,0,1
172005,,2012,2011.0,for_profit,government,4.0,10,0,0,1
172005,,2019,2018.0,government,for_profit,10.0,4,0,0,1
180038,OWENSBORO HEALTH REGIONAL HOSPITAL,2016,2015.0,for_profit,non_profit,4.0,2,0,0,1
180048,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,2018,2017.0,for_profit,non_profit,6.0,2,0,0,1
180053,FLEMING COUNTY HOSPITAL,2015,2014.0,government,for_profit,9.0,4,0,0,1
180105,MONROE COUNTY MEDICAL CENTER,2016,2015.0,for_profit,non_profit,6.0,2,0,0,1
181310,CARROLL COUNTY MEMORIAL HOSPITAL,2013,2012.0,for_profit,non_profit,4.0,2,0,0,1
181310,CARROLL COUNTY MEMORIAL HOSPITAL,2015,2014.0,non_profit,for_profit,2.0,4,0,0,1
181310,CARROLL COUNTY MEMORIAL HOSPITAL,2016,2015.0,for_profit,non_profit,4.0,2,0,0,1
181310,CARROLL COUNTY MEMORIAL HOSPITAL,2017,2016.0,non_profit,for_profit,2.0,4,0,0,1
181325,JANE TODD CRAWFORD HOSPITAL,2017,2016.0,non_profit,government,2.0,9,0,0,1
181328,BARBOURVILLE ARH HOSPITAL,2016,2015.0,government,non_profit,9.0,2,0,0,1
182003,,2012,2011.0,government,for_profit,10.0,4,0,0,1
182004,,2012,2011.0,non_profit,for_profit,2.0,4,0,0,1
182006,,2014,2013.0,for_profit,non_profit,4.0,2,0,0,1
183026,,2015,2014.0,non_profit,for_profit,2.0,4,0,0,1
183300,,2015,2014.0,non_profit,for_profit,2.0,5,0,0,1
183300,,2016,2015.0,for_profit,non_profit,5.0,2,0,0,1
183300,,2017,2016.0,non_profit,for_profit,2.0,5,0,0,1
184013,,2014,2013.0,for_profit,non_profit,5.0,3,0,0,1
184013,,2015,2014.0,non_profit,for_profit,3.0,4,0,0,1
184017,,2012,2011.0,non_profit,for_profit,2.0,4,0,0,1
190005,UNIVERSITY MEDICAL CENTER NEW ORLEANS,2015,2014.0,government,non_profit,10.0,2,0,1,0
190005,UNIVERSITY MEDICAL CENTER NEW ORLEANS,2016,2015.0,non_profit,for_profit,2.0,4,0,1,0
190005,UNIVERSITY MEDICAL CENTER NEW ORLEANS,2018,2017.0,for_profit,non_profit,4.0,2,0,1,0
190006,UNIVERSITY HOSPITAL & CLINICS,2013,2012.0,government,non_profit,10.0,2,0,1,0
190011,UNIVERSITY HEALTH CONWAY,2014,2013.0,government,for_profit,10.0,4,0,1,0
190011,UNIVERSITY HEALTH CONWAY,2016,2015.0,for_profit,non_profit,4.0,2,0,1,0
190088,SPRINGHILL MEDICAL CENTER,2016,2015.0,for_profit,non_profit,4.0,2,0,1,0
190098,UNIVERSITY HEALTH SHREVEPORT,2014,2013.0,government,for_profit,10.0,4,0,1,0
190098,UNIVERSITY HEALTH SHREVEPORT,2016,2015.0,for_profit,non_profit,4.0,2,0,1,0
192012,,2017,2016.0,non_profit,for_profit,1.0,4,0,0,1
192023,,2018,2017.0,non_profit,for_profit,2.0,4,0,0,1
192051,,2012,2011.0,for_profit,government,4.0,10,0,0,1
192051,,2013,2012.0,government,for_profit,10.0,4,0,0,1
194007,,2013,2012.0,government,for_profit,10.0,6,0,0,1
200041,INLAND HOSPITAL,2014,2013.0,for_profit,non_profit,6.0,2,0,0,1
201304,MOUNT DESERT ISLAND HOSPITAL,2013,2012.0,non_profit,for_profit,2.0,6,0,0,1
201304,MOUNT DESERT ISLAND HOSPITAL,2015,2014.0,for_profit,non_profit,6.0,2,0,0,1
210001,ASERACARE HOME HEALTH,2012,2011.0,non_profit,for_profit,2.0,6,0,0,1
210001,MERITUS MEDICAL CENTER,2016,2015.0,for_profit,non_profit,6.0,2,0,0,1
210058,JAMES LAWRENCE KERNAN HOSPITAL INC,2012,2011.0,government,non_profit,10.0,2,0,1,0
210062,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,2018,2017.0,for_profit,non_profit,4.0,2,0,0,1
213029,,2013,2012.0,for_profit,non_profit,4.0,1,0,0,1
214000,,2015,2014.0,for_profit,non_profit,4.0,2,0,0,1
220008,STURDY MEMORIAL HOSPITAL,2017,2016.0,non_profit,for_profit,2.0,5,0,0,1
220008,STURDY MEMORIAL HOSPITAL,2018,2017.0,for_profit,non_profit,5.0,2,0,0,1
220049,MARLBOROUGH HOSPITAL,2017,2016.0,for_profit,non_profit,4.0,2,0,0,1
220067,QUINCY MEDICAL CENTER,2012,2011.0,non_profit,for_profit,2.0,4,0,1,0
220073,MORTON HOSPITAL,2012,2011.0,non_profit,for_profit,2.0,4,0,1,0
220110,BRIGHAM AND WOMEN'S HOSPITAL,2019,2018.0,non_profit,for_profit,2.0,4,0,0,1
222025,,2014,2013.0,government,non_profit,10.0,3,0,0,1
222027,,2012,2011.0,non_profit,for_profit,2.0,4,0,0,1
223303,,2012,2011.0,non_profit,for_profit,2.0,4,0,0,1
223303,,2015,2014.0,for_profit,non_profit,5.0,3,0,0,1
223304,,2012,2011.0,non_profit,for_profit,2.0,4,0,0,1
223304,,2015,2014.0,for_profit,non_profit,5.0,3,0,0,1
224007,,2016,2015.0,non_profit,for_profit,2.0,4,0,0,1
224007,,2018,2017.0,for_profit,non_profit,4.0,2,0,0,1
230022,COMMUNITY HEALTH CENTER OF BRANCH COUNTY,2015,2014.0,government,non_profit,9.0,2,0,1,0
230031,LAKE HURON MEDICAL CENTER,2016,2015.0,non_profit,for_profit,2.0,4,0,1,0
230054,MARQUETTE GENERAL HOSPITAL,2012,2011.0,non_profit,for_profit,2.0,4,1,1,0
230093,SPECTRUM HEALTH BIG RAPIDS HOSPITAL,2013,2012.0,government,non_profit,9.0,2,1,1,0
230095,WEST BRANCH REGIONAL MEDICAL CENTER,2015,2014.0,government,non_profit,8.0,2,0,1,0
230096,STURGIS HOSPITAL,2015,2014.0,government,non_profit,8.0,2,0,0,1
230141,MCLAREN FLINT,2013,2012.0,government,non_profit,7.0,2,0,0,1
230244,GARDEN CITY HOSPITAL,2014,2013.0,non_profit,for_profit,2.0,4,1,1,0
230303,WEST SHORE MEDICAL CENTER,2016,2015.0,government,non_profit,9.0,2,0,1,0
231321,BELL HOSPITAL,2014,2013.0,non_profit,for_profit,1.0,4,0,1,0
232012,,2012,2011.0,for_profit,government,4.0,10,0,0,1
232012,,2013,2012.0,government,for_profit,10.0,4,0,0,1
232019,,2013,2012.0,for_profit,government,4.0,10,0,0,1
232019,,2016,2015.0,government,for_profit,10.0,6,0,0,1
232021,,2012,2011.0,government,for_profit,10.0,4,0,0,1
232024,,2012,2011.0,for_profit,government,4.0,10,0,0,1
232024,,2013,2012.0,government,for_profit,10.0,4,0,0,1
232026,,2012,2011.0,for_profit,government,4.0,10,0,0,1
232026,,2013,2012.0,government,for_profit,10.0,4,0,0,1
232029,,2017,2016.0,non_profit,for_profit,2.0,4,0,0,1
232030,,2012,2011.0,for_profit,government,4.0,10,0,0,1
232030,,2013,2012.0,government,for_profit,10.0,4,0,0,1
232032,,2012,2011.0,government,for_profit,10.0,4,0,0,1
232035,,2013,2012.0,government,for_profit,10.0,4,0,0,1
232038,,2012,2011.0,for_profit,government,4.0,10,0,0,1
232038,,2013,2012.0,government,for_profit,10.0,4,0,0,1
240022,SANFORD  WORTHINGTON MEDICAL CENTER,2012,2011.0,government,non_profit,8.0,2,0,0,1
240084,ESSENTIA HEALTH VIRGINIA,2013,2012.0,government,non_profit,8.0,2,0,1,0
241328,SANFORD BAGLEY MEDICAL CENTER,2012,2011.0,government,non_profit,8.0,2,1,1,0
241354,TRI COUNTY HOSPITAL,2016,2015.0,government,non_profit,9.0,2,0,0,1
241368,CENTRACARE HEALTH SYSTEM - SAUK CENTRE,2013,2012.0,government,non_profit,8.0,2,0,0,1
241380,ST JOSEPHS AREA  HEALTH SERVICES,2013,2012.0,non_profit,government,2.0,9,0,1,0
242005,,2012,2011.0,government,for_profit,10.0,4,0,0,1
243303,,2016,2015.0,non_profit,for_profit,1.0,6,0,0,1
244016,,2017,2016.0,for_profit,non_profit,6.0,3,0,0,1
250025,GILMORE MEMORIAL HOSPITAL,2018,2017.0,for_profit,non_profit,4.0,2,0,1,0
250042,NORTHWEST MISSISSIPPI MEDICAL CENTER,2018,2017.0,for_profit,non_profit,4.0,2,0,1,0
250084,MERIT HEALTH NATCHEZ,2017,2016.0,government,for_profit,9.0,4,0,1,0
250127,CHOCTAW HEALTH CENTER,2013,2012.0,for_profit,government,4.0,7,0,0,1
250128,PANOLA MEDICAL CENTER,2018,2017.0,for_profit,non_profit,4.0,2,0,1,0
250162,OCHSNER MEDICAL CENTER-HANCOCK,2019,2018.0,government,non_profit,9.0,2,0,1,0
251302,MONROE REGIONAL HOSPITAL,2019,2018.0,for_profit,non_profit,4.0,2,0,0,1
251315,BAPTIST MEDICAL CENTER-LEAKE,2013,2012.0,government,non_profit,9.0,1,0,1,0
251320,CLAIBORNE COUNTY HOSPITAL,2013,2012.0,for_profit,government,4.0,9,0,0,1
251331,BMH-CALHOUN,2017,2016.0,government,non_profit,8.0,1,1,1,0
251334,PIONEER COMMUNITY HOSPITAL OF CHOCTAW- CAH,2012,2011.0,government,for_profit,9.0,4,0,0,1
251334,CHOCTAW REGIONAL MEDICAL CENTER,2015,2014.0,for_profit,government,4.0,9,0,0,1
251336,BAPTIST MEDICAL CENTER - ATTALA,2015,2014.0,government,non_profit,9.0,1,0,0,1
252003,,2016,2015.0,non_profit,for_profit,1.0,4,0,0,1
252005,,2012,2011.0,for_profit,government,4.0,10,0,0,1
252005,,2013,2012.0,government,for_profit,10.0,4,0,0,1
252006,,2012,2011.0,government,for_profit,10.0,4,0,0,1
252009,,2012,2011.0,government,for_profit,10.0,4,0,0,1
260080,SOUTHEAST HEALTH CENTER OF RIPLEY COUNTY,2014,2013.0,government,non_profit,9.0,2,0,0,1
260085,ST JOSEPH MEDICAL CENTER,2015,2014.0,non_profit,for_profit,1.0,4,1,1,0
260105,SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,2016,2015.0,for_profit,non_profit,4.0,1,0,1,0
260116,,2015,2014.0,for_profit,non_profit,4.0,2,0,0,1
260160,SOUTHEASTHEALTH CENTER OF STODDARD COUNTY,2014,2013.0,for_profit,non_profit,4.0,2,0,1,0
260176,ST LUKE'S DES PERES HOSPITAL,2018,2017.0,for_profit,non_profit,4.0,2,1,1,0
260180,CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST,2014,2013.0,for_profit,non_profit,4.0,2,0,0,1
260193,ST MARY'S MEDICAL CENTER,2015,2014.0,non_profit,for_profit,1.0,4,1,1,0
261319,MERCY HOSPITAL LINCOLN,2016,2015.0,government,non_profit,9.0,1,0,1,0
262014,,2012,2011.0,for_profit,government,4.0,10,0,0,1
262014,,2013,2012.0,government,for_profit,10.0,4,0,0,1
262017,,2012,2011.0,for_profit,government,4.0,10,0,0,1
262017,,2013,2012.0,government,for_profit,10.0,4,0,0,1
263304,,2016,2015.0,non_profit,for_profit,2.0,4,0,0,1
263304,,2017,2016.0,for_profit,non_profit,4.0,2,0,0,1
264024,,2012,2011.0,non_profit,for_profit,2.0,4,0,0,1
264028,,2013,2012.0,non_profit,government,2.0,10,0,0,1
270023,COMMUNITY MEDICAL CENTER,2015,2014.0,non_profit,for_profit,2.0,4,1,1,0
280030,ALEGENT CREIGHTON HEALTH CREIGHTON UNIVERSITY MEDI,2012,2011.0,for_profit,non_profit,4.0,1,1,1,0
280061,REGIONAL WEST MEDICAL CENTER,2015,2014.0,non_profit,for_profit,2.0,6,0,0,1
280061,REGIONAL WEST MEDICAL CENTER,2016,2015.0,for_profit,non_profit,6.0,2,0,0,1
280077,METHODIST FREMONT HEALTH,2019,2018.0,government,non_profit,9.0,2,0,1,0
281310,REGIONAL WEST GARDEN COUNTY HOSPITAL,2014,2013.0,government,non_profit,9.0,2,0,0,1
281328,MERRICK MEDICAL CENTER,2017,2016.0,government,non_profit,9.0,2,1,1,0
281357,SIDNEY REGIONAL MEDICAL CENTER,2012,2011.0,for_profit,non_profit,6.0,2,0,0,1
282000,,2017,2016.0,for_profit,non_profit,6.0,1,0,0,1
283025,,2017,2016.0,for_profit,non_profit,6.0,1,0,0,1
283026,,2018,2017.0,for_profit,non_profit,6.0,1,0,0,1
290001,RENOWN REGIONAL MEDICAL CENTER,2013,2012.0,non_profit,for_profit,2.0,4,0,0,1
290001,RENOWN REGIONAL MEDICAL CENTER,2017,2016.0,for_profit,non_profit,4.0,2,0,0,1
290009,SAINT MARY'S REGIONAL MEDICAL CENTER,2012,2011.0,non_profit,for_profit,1.0,6,1,1,0
290042,HARMON HOSPITAL,2016,2015.0,for_profit,non_profit,4.0,2,0,0,1
290042,HARMON HOSPITAL,2017,2016.0,non_profit,for_profit,2.0,4,0,0,1
290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,2013,2012.0,non_profit,for_profit,2.0,4,0,0,1
290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,2018,2017.0,for_profit,non_profit,4.0,2,0,0,1
293026,,2016,2015.0,for_profit,government,4.0,9,0,0,1
293026,,2019,2018.0,government,for_profit,9.0,4,0,0,1
304001,ST CATHERINE HOME HEALTH,2012,2011.0,non_profit,for_profit,2.0,4,0,0,1
304001,,2015,2014.0,for_profit,non_profit,4.0,3,0,0,1
304001,,2017,2016.0,non_profit,for_profit,3.0,4,0,0,1
310006,ST MARY'S GENERAL HOSPITAL,2015,2014.0,non_profit,for_profit,1.0,4,0,1,0
310016,CAREPOINT HEALTH-CHRIST HOSPITAL,2013,2012.0,non_profit,for_profit,1.0,5,0,1,0
310027,TRINITAS REGIONAL MEDICAL CENTER,2013,2012.0,non_profit,for_profit,1.0,5,0,0,1
310027,TRINITAS REGIONAL MEDICAL CENTER,2014,2013.0,for_profit,non_profit,5.0,1,0,0,1
310040,CAREPOINT HEALTH-HOBOKEN UMC,2013,2012.0,non_profit,for_profit,2.0,4,1,1,0
310050,SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,2016,2015.0,non_profit,for_profit,1.0,4,0,1,0
310081,INSPIRA MEDICAL CENTER WOODBURY,2013,2012.0,for_profit,non_profit,6.0,2,0,1,0
310083,EAST ORANGE GENERAL HOSPITAL,2014,2013.0,government,non_profit,8.0,2,0,1,0
310083,EAST ORANGE GENERAL HOSPITAL,2016,2015.0,non_profit,for_profit,2.0,4,1,1,0
310096,SAINT MICHAEL'S MEDICAL CENTER,2017,2016.0,non_profit,for_profit,1.0,4,0,1,0
314018,,2015,2014.0,government,for_profit,8.0,4,0,0,1
314023,,2013,2012.0,government,for_profit,9.0,4,0,0,1
320089,UNM SANDOVAL REGIONAL MEDICAL CENTER,2018,2017.0,government,non_profit,10.0,2,0,0,1
330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2013,2012.0,for_profit,non_profit,5.0,2,0,0,1
330023,VASSAR BROTHERS MEDICAL CENTER,2013,2012.0,for_profit,non_profit,4.0,2,0,0,1
330047,ST MARY'S HOSPITAL AT AMSTERDAM,2016,2015.0,non_profit,for_profit,2.0,5,0,0,1
330047,ST MARY'S HOSPITAL AT AMSTERDAM,2017,2016.0,for_profit,non_profit,5.0,2,0,0,1
330136,MARY IMOGENE BASSETT HOSPITAL,2013,2012.0,government,non_profit,7.0,2,0,0,1
330387,ROCKEFELLER UNIVERSITY HOSPITAL,2016,2015.0,for_profit,non_profit,5.0,3,0,0,1
330409,,2014,2013.0,for_profit,non_profit,4.0,3,0,0,1
330409,,2017,2016.0,non_profit,for_profit,3.0,6,0,0,1
331307,CLIFTON FINE HOSPITAL,2014,2013.0,for_profit,non_profit,4.0,2,0,0,1
333301,,2012,2011.0,for_profit,non_profit,4.0,3,0,0,1
333301,,2013,2012.0,non_profit,for_profit,3.0,4,0,0,1
333301,,2015,2014.0,for_profit,non_profit,5.0,3,0,0,1
333301,,2018,2017.0,non_profit,for_profit,3.0,6,0,0,1
334033,,2012,2011.0,for_profit,government,4.0,8,0,0,1
334064,,2016,2015.0,government,non_profit,10.0,3,0,0,1
334064,,2018,2017.0,non_profit,for_profit,3.0,6,0,0,1
334065,,2016,2015.0,government,non_profit,10.0,3,0,0,1
334065,,2018,2017.0,non_profit,for_profit,3.0,6,0,0,1
334066,,2018,2017.0,non_profit,for_profit,3.0,6,0,0,1
340013,RUTHERFORD REGIONAL MEDICAL CENTER,2015,2014.0,non_profit,for_profit,2.0,4,0,1,0
340016,HARRIS REGIONAL HOSPITAL,2015,2014.0,non_profit,for_profit,2.0,4,0,1,0
340036,NOVANT HEALTH FRANKLIN MEDICAL CENTER,2013,2012.0,non_profit,for_profit,2.0,4,0,0,1
340109,SENTARA ALBEMARLE MEDICAL CENTER,2014,2013.0,government,non_profit,9.0,2,1,1,0
340119,STANLY REGIONAL MEDICAL CENTER,2012,2011.0,for_profit,non_profit,4.0,2,0,0,1
340123,RANDOLPH HOSPITAL,2012,2011.0,for_profit,non_profit,4.0,2,0,1,0
340132,MARIA PARHAM MEDICAL CENTER,2012,2011.0,non_profit,for_profit,2.0,4,0,1,0
340159,PERSON MEMORIAL HOSPITAL,2012,2011.0,non_profit,for_profit,2.0,4,0,1,0
340184,HAYWOOD REGIONAL MEDICAL CENTER,2018,2017.0,government,for_profit,9.0,4,0,1,0
340188,CAPE FEAR VALLEY HOKE HOSPITAL,2017,2016.0,non_profit,government,2.0,9,0,0,1
341305,SWAIN COUNTY HOSPITAL,2015,2014.0,non_profit,for_profit,2.0,4,0,1,0
342016,,2012,2011.0,government,for_profit,10.0,4,0,0,1
342018,,2012,2011.0,for_profit,government,4.0,10,0,0,1
342018,,2013,2012.0,government,for_profit,10.0,4,0,0,1
342018,,2014,2013.0,for_profit,government,4.0,10,0,0,1
342018,,2018,2017.0,government,for_profit,10.0,4,0,0,1
342020,,2012,2011.0,for_profit,government,4.0,10,0,0,1
342020,,2013,2012.0,government,for_profit,10.0,4,0,0,1
344001,,2012,2011.0,government,for_profit,10.0,6,0,0,1
344001,,2013,2012.0,for_profit,government,6.0,10,0,0,1
344001,,2015,2014.0,government,non_profit,10.0,3,0,0,1
344001,,2016,2015.0,non_profit,for_profit,3.0,5,0,0,1
344025,,2013,2012.0,non_profit,government,2.0,10,0,0,1
344028,,2015,2014.0,for_profit,non_profit,5.0,1,0,0,1
344028,,2016,2015.0,non_profit,for_profit,1.0,4,0,0,1
344028,,2017,2016.0,for_profit,non_profit,4.0,1,0,0,1
344029,,2014,2013.0,non_profit,government,2.0,9,0,0,1
344031,,2018,2017.0,for_profit,non_profit,4.0,3,0,0,1
360078,ROBINSON MEMORIAL HOSPITAL,2014,2013.0,government,non_profit,9.0,2,0,1,0
360080,EAST OHIO REGIONAL HOSPITAL,2018,2017.0,non_profit,for_profit,2.0,6,0,1,0
360109,COSHOCTON COUNTY MEMORIAL HOSPITAL,2015,2014.0,government,non_profit,10.0,2,0,1,0
360116,SOUTHWEST REGIONAL MEDICAL CENTER,2012,2011.0,government,non_profit,9.0,3,0,1,0
360148,POMERENE HOSPITAL,2016,2015.0,government,non_profit,9.0,2,0,0,1
360270,MERCY HOSPITAL OF DEFIANCE,2012,2011.0,for_profit,non_profit,5.0,2,0,0,1
361309,"HENRY COUNTY HOSPITAL, INC",2015,2014.0,government,non_profit,9.0,2,0,0,1
361310,MERCY WILLARD HOSPITAL,2012,2011.0,government,non_profit,8.0,1,0,0,1
362014,,2013,2012.0,non_profit,for_profit,2.0,4,0,0,1
362016,,2012,2011.0,for_profit,government,4.0,10,0,0,1
